WorkerId,Input.list,Answer.English,Answer.country,Type,PresentationOrder,AnswerChoice,Item,LongWord,Cond,First,Experiment,list,ShortWord,PickedShort
AYEXVPS4R274L,36,yes,USA,AnswerChoice,28,1,3,examination,supp,shortfirst,LongShort,36,exam,1.0
A2OMK175OQ2TS0,38,yes,USA,AnswerChoice,28,2,5,memorandum,supp,longfirst,LongShort,38,memo,1.0
A2BKVB7Q1GQTPS,40,yes,USA,AnswerChoice,28,2,4,dormitory,supp,longfirst,LongShort,40,dorm,1.0
A18ZSPN0K9HLRF,42,yes,USA,AnswerChoice,28,2,16,telephone,supp,longfirst,LongShort,42,phone,1.0
ANGY6I5B3TCCH,43,yes,USA,AnswerChoice,28,2,31,mayonnaise,supp,longfirst,LongShort,43,mayo,1.0
AL12RG9EJZ60,44,yes,USA,AnswerChoice,28,2,14,saxophone,supp,longfirst,LongShort,44,sax,1.0
A21IV2S1M46B7S,45,yes,USA,AnswerChoice,28,2,11,chimpanzee,supp,longfirst,LongShort,45,chimp,1.0
A1OETZXW67E8QT,46,yes,USA,AnswerChoice,28,2,19,kilogram,neut,shortfirst,LongShort,46,kilo,0.0
A3OZ8KF0HWSVWK,50,yes,USA,AnswerChoice,28,1,7,fraternity,neut,longfirst,LongShort,50,frat,0.0
A3RTDA6X7O17DV,51,yes,USA,AnswerChoice,28,2,19,kilogram,neut,longfirst,LongShort,51,kilo,1.0
AEPZVX2TC4E7Z,52,yes,USA,AnswerChoice,28,2,19,kilogram,supp,shortfirst,LongShort,52,kilo,0.0
A37J805N3P3HXS,54,yes,USA,AnswerChoice,28,2,40,United Nations,neut,shortfirst,LongShort,54,UN,0.0
AL6JCGFMIXINH,55,yes,USA,AnswerChoice,28,1,20,chemotherapy,supp,longfirst,LongShort,55,chemo,0.0
A3MIT5KYEFRGAN,56,yes,USA,AnswerChoice,28,2,5,memorandum,neut,longfirst,LongShort,56,memo,1.0
A15SD1XBOOUYBG,58,yes,USA,AnswerChoice,28,2,33,milkshake,neut,shortfirst,LongShort,58,shake,0.0
A37DTVGS7RX6AG,3,yes,USA,AnswerChoice,29,1,19,kilogram,neut,longfirst,LongShort,3,kilo,0.0
A3G7NL91BRY9JL,5,yes,USA,AnswerChoice,29,1,9,hippopotamus,supp,shortfirst,LongShort,5,hippo,1.0
A3K5QOTA054ZGF,7,yes,USA,AnswerChoice,29,1,18,undergraduate,supp,shortfirst,LongShort,7,undergrad,1.0
A3HOBJ4PJUOCUN,15,yes,USA,AnswerChoice,29,1,4,dormitory,supp,shortfirst,LongShort,15,dorm,1.0
A3C71H34Y7E2KX,17,yes,USA,AnswerChoice,29,1,40,United Nations,supp,longfirst,LongShort,17,UN,0.0
A1P8M5BKOTAA8I,20,yes,USA,AnswerChoice,29,2,29,Labrador,supp,longfirst,LongShort,20,Lab,1.0
A3GACPNP0L91IH,21,yes,USA,AnswerChoice,29,1,34,veterinarian,supp,shortfirst,LongShort,21,vet,1.0
A2DOJTQ2T915GM,22,yes,USA,AnswerChoice,29,1,37,quadrangle,neut,shortfirst,LongShort,22,quad,1.0
A2BNOEYZ3VRW2R,24,yes,USA,AnswerChoice,29,1,12,pornography,neut,longfirst,LongShort,24,porn,0.0
A2T5CROJ0FWIJY,26,yes,USA,AnswerChoice,29,1,9,hippopotamus,supp,longfirst,LongShort,26,hippo,0.0
A1WNTIQMAQ81T4,29,yes,USA,AnswerChoice,29,2,28,laboratory,neut,longfirst,LongShort,29,lab,1.0
A3T22KR8NN965V,35,yes,USA,AnswerChoice,29,2,22,carbohydrates,neut,longfirst,LongShort,35,carbs,1.0
A362OLSNQ8PIV6,37,yes,USA,AnswerChoice,29,1,22,carbohydrates,supp,longfirst,LongShort,37,carbs,0.0
A18ZSPN0K9HLRF,42,yes,USA,AnswerChoice,29,2,2,bicycle,supp,longfirst,LongShort,42,bike,1.0
ANGY6I5B3TCCH,43,yes,USA,AnswerChoice,29,1,23,advertisement,neut,shortfirst,LongShort,43,ad,1.0
AL12RG9EJZ60,44,yes,USA,AnswerChoice,29,1,5,memorandum,neut,longfirst,LongShort,44,memo,0.0
A1OETZXW67E8QT,46,yes,USA,AnswerChoice,29,2,16,telephone,supp,longfirst,LongShort,46,phone,1.0
A3OZ8KF0HWSVWK,50,yes,USA,AnswerChoice,29,1,22,carbohydrates,neut,shortfirst,LongShort,50,carbs,1.0
A3RTDA6X7O17DV,51,yes,USA,AnswerChoice,29,1,5,memorandum,neut,shortfirst,LongShort,51,memo,1.0
AEPZVX2TC4E7Z,52,yes,USA,AnswerChoice,29,1,7,fraternity,supp,longfirst,LongShort,52,frat,0.0
A37J805N3P3HXS,54,yes,USA,AnswerChoice,29,2,19,kilogram,neut,shortfirst,LongShort,54,kilo,0.0
AL6JCGFMIXINH,55,yes,USA,AnswerChoice,29,1,15,cockroach,neut,longfirst,LongShort,55,roach,0.0
A2CGAOF4G65D67,57,yes,USA,AnswerChoice,29,1,31,mayonnaise,neut,longfirst,LongShort,57,mayo,0.0
A1Q2C5GJTB09WW,59,yes,USA,AnswerChoice,29,2,37,quadrangle,neut,longfirst,LongShort,59,quad,1.0
ATFH1OABZJL68,60,yes,USA,AnswerChoice,29,2,16,telephone,neut,longfirst,LongShort,60,phone,1.0
A3G7NL91BRY9JL,5,yes,USA,AnswerChoice,30,1,22,carbohydrates,supp,longfirst,LongShort,5,carbs,0.0
A2OH5YI49YW305,8,yes,USA,AnswerChoice,30,2,5,memorandum,neut,longfirst,LongShort,8,memo,1.0
ADGSNGEO936J6,10,yes,USA,AnswerChoice,30,1,36,quadriceps,neut,longfirst,LongShort,10,quads,0.0
A2BOANV5MQGOM5,12,yes,USA,AnswerChoice,30,1,29,Labrador,supp,longfirst,LongShort,12,Lab,0.0
A10ZOUOZZ3EOAJ,13,yes,USA,AnswerChoice,30,1,31,mayonnaise,neut,longfirst,LongShort,13,mayo,0.0
A2NY4882G47O1C,14,yes,USA,AnswerChoice,30,1,22,carbohydrates,neut,shortfirst,LongShort,14,carbs,1.0
A3HOBJ4PJUOCUN,15,yes,USA,AnswerChoice,30,2,12,pornography,neut,shortfirst,LongShort,15,porn,0.0
A3C71H34Y7E2KX,17,yes,USA,AnswerChoice,30,1,4,dormitory,neut,shortfirst,LongShort,17,dorm,1.0
A1RWNYJA5X25YH,18,yes,USA,AnswerChoice,30,1,14,saxophone,neut,longfirst,LongShort,18,sax,0.0
A2DOJTQ2T915GM,22,yes,USA,AnswerChoice,30,2,8,refrigerator,neut,shortfirst,LongShort,22,fridge,0.0
ACE59SDLLK0NS,23,yes,USA,AnswerChoice,30,2,23,advertisement,neut,shortfirst,LongShort,23,ad,0.0
A2T5CROJ0FWIJY,26,yes,USA,AnswerChoice,30,2,34,veterinarian,supp,longfirst,LongShort,26,vet,1.0
A15A4X84A1CJPF,28,yes,USA,AnswerChoice,30,1,29,Labrador,supp,longfirst,LongShort,28,Lab,0.0
A1WNTIQMAQ81T4,29,yes,USA,AnswerChoice,30,1,33,milkshake,supp,longfirst,LongShort,29,shake,0.0
A7WWXZ5KMC796,30,yes,USA,AnswerChoice,30,2,16,telephone,supp,longfirst,LongShort,30,phone,1.0
AX92Z8EH3K0YC,34,yes,USA,AnswerChoice,30,2,17,referee,supp,shortfirst,LongShort,34,ref,0.0
A2OMK175OQ2TS0,38,yes,USA,AnswerChoice,30,2,31,mayonnaise,supp,shortfirst,LongShort,38,mayo,0.0
AKUJ4M0HU5YOL,39,yes,USA,AnswerChoice,30,2,14,saxophone,supp,shortfirst,LongShort,39,sax,0.0
A18ZSPN0K9HLRF,42,yes,USA,AnswerChoice,30,1,17,referee,supp,shortfirst,LongShort,42,ref,1.0
ANGY6I5B3TCCH,43,yes,USA,AnswerChoice,30,1,15,cockroach,neut,longfirst,LongShort,43,roach,0.0
AL12RG9EJZ60,44,yes,USA,AnswerChoice,30,1,37,quadrangle,supp,shortfirst,LongShort,44,quad,1.0
A21IV2S1M46B7S,45,yes,USA,AnswerChoice,30,1,20,chemotherapy,neut,longfirst,LongShort,45,chemo,0.0
A3JHSQ7UR2VDMN,49,yes,USA,AnswerChoice,30,2,1,mathematics,neut,longfirst,LongShort,49,math,1.0
A3OZ8KF0HWSVWK,50,yes,USA,AnswerChoice,30,2,34,veterinarian,supp,longfirst,LongShort,50,vet,1.0
A3RTDA6X7O17DV,51,yes,USA,AnswerChoice,30,1,18,undergraduate,supp,shortfirst,LongShort,51,undergrad,1.0
AEPZVX2TC4E7Z,52,yes,USA,AnswerChoice,30,2,40,United Nations,supp,shortfirst,LongShort,52,UN,0.0
A8X1YI90JPSGP,53,yes,USA,AnswerChoice,30,1,8,refrigerator,supp,longfirst,LongShort,53,fridge,0.0
A37J805N3P3HXS,54,yes,USA,AnswerChoice,30,1,18,undergraduate,neut,longfirst,LongShort,54,undergrad,0.0
A3MIT5KYEFRGAN,56,yes,USA,AnswerChoice,30,2,32,Coca-Cola,supp,longfirst,LongShort,56,Coke,1.0
A1Q2C5GJTB09WW,59,yes,USA,AnswerChoice,30,2,9,hippopotamus,neut,shortfirst,LongShort,59,hippo,0.0
A5R0NQCWSPEJ9,1,yes,USA,AnswerChoice,31,1,18,undergraduate,neut,shortfirst,LongShort,1,undergrad,1.0
A3G7NL91BRY9JL,5,yes,USA,AnswerChoice,31,1,5,memorandum,supp,shortfirst,LongShort,5,memo,1.0
A3K5QOTA054ZGF,7,yes,USA,AnswerChoice,31,1,15,cockroach,neut,longfirst,LongShort,7,roach,0.0
ADGSNGEO936J6,10,yes,USA,AnswerChoice,31,1,26,United Kingdom,neut,shortfirst,LongShort,10,UK,1.0
A2BOANV5MQGOM5,12,yes,USA,AnswerChoice,31,1,22,carbohydrates,supp,shortfirst,LongShort,12,carbs,1.0
A10ZOUOZZ3EOAJ,13,yes,USA,AnswerChoice,31,2,9,hippopotamus,supp,shortfirst,LongShort,13,hippo,0.0
A2NY4882G47O1C,14,yes,USA,AnswerChoice,31,2,2,bicycle,supp,longfirst,LongShort,14,bike,1.0
A3HOBJ4PJUOCUN,15,yes,USA,AnswerChoice,31,2,31,mayonnaise,supp,longfirst,LongShort,15,mayo,1.0
A30SJSKDXXDCDZ,16,yes,USA,AnswerChoice,31,1,16,telephone,neut,longfirst,LongShort,16,phone,0.0
A3C71H34Y7E2KX,17,yes,USA,AnswerChoice,31,1,32,Coca-Cola,neut,shortfirst,LongShort,17,Coke,1.0
A1RWNYJA5X25YH,18,yes,USA,AnswerChoice,31,1,23,advertisement,supp,longfirst,LongShort,18,ad,0.0
A1YJ5V26CP9X44,19,yes,USA,AnswerChoice,31,1,38,emergency room,neut,shortfirst,LongShort,19,ER,1.0
A3GACPNP0L91IH,21,yes,USA,AnswerChoice,31,1,12,pornography,supp,shortfirst,LongShort,21,porn,1.0
ACE59SDLLK0NS,23,yes,USA,AnswerChoice,31,2,10,rhinoceros,supp,shortfirst,LongShort,23,rhino,0.0
A2BNOEYZ3VRW2R,24,yes,USA,AnswerChoice,31,1,9,hippopotamus,neut,longfirst,LongShort,24,hippo,0.0
A2T5CROJ0FWIJY,26,yes,USA,AnswerChoice,31,2,15,cockroach,neut,shortfirst,LongShort,26,roach,0.0
A2TCD3EGK3TL7N,31,yes,USA,AnswerChoice,31,1,25,gasoline,supp,shortfirst,LongShort,31,gas,1.0
AO3XB5I5QNNUI,32,yes,USA,AnswerChoice,31,1,28,laboratory,neut,shortfirst,LongShort,32,lab,1.0
AX92Z8EH3K0YC,34,yes,USA,AnswerChoice,31,2,19,kilogram,neut,shortfirst,LongShort,34,kilo,0.0
AYEXVPS4R274L,36,yes,USA,AnswerChoice,31,1,40,United Nations,supp,shortfirst,LongShort,36,UN,1.0
A2OMK175OQ2TS0,38,yes,USA,AnswerChoice,31,2,13,limousine,supp,shortfirst,LongShort,38,limo,0.0
A22KKBNFTCM1P,41,yes,USA,AnswerChoice,31,2,38,emergency room,supp,shortfirst,LongShort,41,ER,0.0
A2OV4MPH59XO4W,47,yes,USA,AnswerChoice,31,1,36,quadriceps,supp,shortfirst,LongShort,47,quads,1.0
A3JHSQ7UR2VDMN,49,yes,USA,AnswerChoice,31,1,36,quadriceps,neut,shortfirst,LongShort,49,quads,1.0
A3OZ8KF0HWSVWK,50,yes,USA,AnswerChoice,31,2,21,television,neut,longfirst,LongShort,50,TV,1.0
AEPZVX2TC4E7Z,52,yes,USA,AnswerChoice,31,2,17,referee,neut,shortfirst,LongShort,52,ref,0.0
A8X1YI90JPSGP,53,yes,USA,AnswerChoice,31,2,38,emergency room,supp,shortfirst,LongShort,53,ER,0.0
A37J805N3P3HXS,54,yes,USA,AnswerChoice,31,2,26,United Kingdom,neut,shortfirst,LongShort,54,UK,0.0
AL6JCGFMIXINH,55,yes,USA,AnswerChoice,31,2,34,veterinarian,neut,shortfirst,LongShort,55,vet,0.0
A3MIT5KYEFRGAN,56,yes,USA,AnswerChoice,31,1,3,examination,supp,shortfirst,LongShort,56,exam,1.0
A1Q2C5GJTB09WW,59,yes,USA,AnswerChoice,31,1,15,cockroach,neut,longfirst,LongShort,59,roach,0.0
A3G7NL91BRY9JL,5,yes,USA,AnswerChoice,32,2,28,laboratory,neut,longfirst,LongShort,5,lab,1.0
A3K5QOTA054ZGF,7,yes,USA,AnswerChoice,32,1,21,television,supp,shortfirst,LongShort,7,TV,1.0
A309BLCQJHQULO,9,yes,USA,AnswerChoice,32,1,31,mayonnaise,neut,longfirst,LongShort,9,mayo,0.0
A1HUHOJYQNDH6F,11,yes,USA,AnswerChoice,32,2,27,microphone,neut,shortfirst,LongShort,11,mic,0.0
A1RWNYJA5X25YH,18,yes,USA,AnswerChoice,32,2,9,hippopotamus,supp,longfirst,LongShort,18,hippo,1.0
A1YJ5V26CP9X44,19,yes,USA,AnswerChoice,32,2,13,limousine,supp,longfirst,LongShort,19,limo,1.0
A2DOJTQ2T915GM,22,yes,USA,AnswerChoice,32,1,13,limousine,supp,shortfirst,LongShort,22,limo,1.0
ACE59SDLLK0NS,23,yes,USA,AnswerChoice,32,2,38,emergency room,neut,shortfirst,LongShort,23,ER,0.0
A2BNOEYZ3VRW2R,24,yes,USA,AnswerChoice,32,2,30,identification,neut,longfirst,LongShort,24,ID,1.0
A2MZBTRREF5UQ,25,yes,USA,AnswerChoice,32,2,14,saxophone,neut,shortfirst,LongShort,25,sax,0.0
A15A4X84A1CJPF,28,yes,USA,AnswerChoice,32,1,34,veterinarian,neut,longfirst,LongShort,28,vet,0.0
A1WNTIQMAQ81T4,29,yes,USA,AnswerChoice,32,2,15,cockroach,supp,longfirst,LongShort,29,roach,1.0
A7WWXZ5KMC796,30,yes,USA,AnswerChoice,32,2,33,milkshake,neut,shortfirst,LongShort,30,shake,0.0
AX92Z8EH3K0YC,34,yes,USA,AnswerChoice,32,1,22,carbohydrates,neut,shortfirst,LongShort,34,carbs,1.0
A3T22KR8NN965V,35,yes,USA,AnswerChoice,32,2,27,microphone,neut,shortfirst,LongShort,35,mic,0.0
A2OMK175OQ2TS0,38,yes,USA,AnswerChoice,32,2,21,television,neut,longfirst,LongShort,38,TV,1.0
AKUJ4M0HU5YOL,39,yes,USA,AnswerChoice,32,2,36,quadriceps,supp,shortfirst,LongShort,39,quads,0.0
A2BKVB7Q1GQTPS,40,yes,USA,AnswerChoice,32,2,14,saxophone,supp,longfirst,LongShort,40,sax,1.0
ANGY6I5B3TCCH,43,yes,USA,AnswerChoice,32,1,34,veterinarian,neut,shortfirst,LongShort,43,vet,1.0
A21IV2S1M46B7S,45,yes,USA,AnswerChoice,32,1,10,rhinoceros,neut,shortfirst,LongShort,45,rhino,1.0
A3OZ8KF0HWSVWK,50,yes,USA,AnswerChoice,32,1,13,limousine,supp,shortfirst,LongShort,50,limo,1.0
AEPZVX2TC4E7Z,52,yes,USA,AnswerChoice,32,2,33,milkshake,supp,shortfirst,LongShort,52,shake,0.0
A8X1YI90JPSGP,53,yes,USA,AnswerChoice,32,2,3,examination,supp,longfirst,LongShort,53,exam,1.0
AL6JCGFMIXINH,55,yes,USA,AnswerChoice,32,2,27,microphone,neut,shortfirst,LongShort,55,mic,0.0
A1Q2C5GJTB09WW,59,yes,USA,AnswerChoice,32,1,11,chimpanzee,neut,longfirst,LongShort,59,chimp,0.0
A8E34U9XG2WX7,2,yes,USA,AnswerChoice,33,1,40,United Nations,neut,shortfirst,LongShort,2,UN,1.0
A37DTVGS7RX6AG,3,yes,USA,AnswerChoice,33,2,38,emergency room,neut,shortfirst,LongShort,3,ER,0.0
A3G7NL91BRY9JL,5,yes,USA,AnswerChoice,33,1,35,hamburger,neut,longfirst,LongShort,5,burger,0.0
A3K5QOTA054ZGF,7,yes,USA,AnswerChoice,33,2,31,mayonnaise,supp,longfirst,LongShort,7,mayo,1.0
A2OH5YI49YW305,8,yes,USA,AnswerChoice,33,1,22,carbohydrates,supp,shortfirst,LongShort,8,carbs,1.0
ADGSNGEO936J6,10,yes,USA,AnswerChoice,33,2,18,undergraduate,neut,longfirst,LongShort,10,undergrad,1.0
A2BOANV5MQGOM5,12,yes,USA,AnswerChoice,33,2,2,bicycle,neut,longfirst,LongShort,12,bike,1.0
A30SJSKDXXDCDZ,16,yes,USA,AnswerChoice,33,2,5,memorandum,neut,longfirst,LongShort,16,memo,1.0
A1P8M5BKOTAA8I,20,yes,USA,AnswerChoice,33,1,28,laboratory,neut,shortfirst,LongShort,20,lab,1.0
A3GACPNP0L91IH,21,yes,USA,AnswerChoice,33,1,23,advertisement,supp,shortfirst,LongShort,21,ad,1.0
A2DOJTQ2T915GM,22,yes,USA,AnswerChoice,33,2,33,milkshake,neut,shortfirst,LongShort,22,shake,0.0
ACE59SDLLK0NS,23,yes,USA,AnswerChoice,33,1,22,carbohydrates,neut,longfirst,LongShort,23,carbs,0.0
A2BNOEYZ3VRW2R,24,yes,USA,AnswerChoice,33,2,24,air-conditioning,neut,shortfirst,LongShort,24,A/C,0.0
A2MZBTRREF5UQ,25,yes,USA,AnswerChoice,33,2,29,Labrador,neut,shortfirst,LongShort,25,Lab,0.0
A2T5CROJ0FWIJY,26,yes,USA,AnswerChoice,33,2,18,undergraduate,neut,longfirst,LongShort,26,undergrad,1.0
A7WWXZ5KMC796,30,yes,USA,AnswerChoice,33,1,29,Labrador,neut,longfirst,LongShort,30,Lab,0.0
AO3XB5I5QNNUI,32,yes,USA,AnswerChoice,33,1,21,television,supp,longfirst,LongShort,32,TV,0.0
A1T4HQ3SBQIS5A,33,yes,USA,AnswerChoice,33,1,5,memorandum,supp,shortfirst,LongShort,33,memo,1.0
AX92Z8EH3K0YC,34,yes,USA,AnswerChoice,33,1,1,mathematics,supp,shortfirst,LongShort,34,math,1.0
A3T22KR8NN965V,35,yes,USA,AnswerChoice,33,1,4,dormitory,supp,shortfirst,LongShort,35,dorm,1.0
AKUJ4M0HU5YOL,39,yes,USA,AnswerChoice,33,2,10,rhinoceros,supp,shortfirst,LongShort,39,rhino,0.0
A22KKBNFTCM1P,41,yes,USA,AnswerChoice,33,1,1,mathematics,neut,longfirst,LongShort,41,math,0.0
A18ZSPN0K9HLRF,42,yes,USA,AnswerChoice,33,2,27,microphone,supp,longfirst,LongShort,42,mic,1.0
ANGY6I5B3TCCH,43,yes,USA,AnswerChoice,33,2,39,United States,supp,longfirst,LongShort,43,US,1.0
AL12RG9EJZ60,44,yes,USA,AnswerChoice,33,2,29,Labrador,supp,longfirst,LongShort,44,Lab,1.0
A21IV2S1M46B7S,45,yes,USA,AnswerChoice,33,1,23,advertisement,supp,shortfirst,LongShort,45,ad,1.0
A10VQSMGPJFSMU,48,yes,USA,AnswerChoice,33,1,37,quadrangle,supp,shortfirst,LongShort,48,quad,1.0
A3RTDA6X7O17DV,51,yes,USA,AnswerChoice,33,1,4,dormitory,supp,shortfirst,LongShort,51,dorm,1.0
AEPZVX2TC4E7Z,52,yes,USA,AnswerChoice,33,2,31,mayonnaise,neut,shortfirst,LongShort,52,mayo,0.0
A37J805N3P3HXS,54,yes,USA,AnswerChoice,33,1,22,carbohydrates,neut,shortfirst,LongShort,54,carbs,1.0
A3MIT5KYEFRGAN,56,yes,USA,AnswerChoice,33,2,24,air-conditioning,neut,shortfirst,LongShort,56,A/C,0.0
A5R0NQCWSPEJ9,1,yes,USA,AnswerChoice,34,2,15,cockroach,supp,longfirst,LongShort,1,roach,1.0
A37DTVGS7RX6AG,3,yes,USA,AnswerChoice,34,1,25,gasoline,supp,shortfirst,LongShort,3,gas,1.0
A2OH5YI49YW305,8,yes,USA,AnswerChoice,34,1,27,microphone,neut,longfirst,LongShort,8,mic,0.0
A309BLCQJHQULO,9,yes,USA,AnswerChoice,34,2,23,advertisement,supp,shortfirst,LongShort,9,ad,0.0
A1HUHOJYQNDH6F,11,yes,USA,AnswerChoice,34,1,16,telephone,neut,shortfirst,LongShort,11,phone,1.0
A10ZOUOZZ3EOAJ,13,yes,USA,AnswerChoice,34,2,8,refrigerator,supp,longfirst,LongShort,13,fridge,1.0
A2NY4882G47O1C,14,yes,USA,AnswerChoice,34,2,17,referee,supp,shortfirst,LongShort,14,ref,0.0
A3HOBJ4PJUOCUN,15,yes,USA,AnswerChoice,34,1,19,kilogram,neut,longfirst,LongShort,15,kilo,0.0
A30SJSKDXXDCDZ,16,yes,USA,AnswerChoice,34,2,23,advertisement,neut,longfirst,LongShort,16,ad,1.0
A3C71H34Y7E2KX,17,yes,USA,AnswerChoice,34,2,17,referee,neut,longfirst,LongShort,17,ref,1.0
A1P8M5BKOTAA8I,20,yes,USA,AnswerChoice,34,2,24,air-conditioning,neut,shortfirst,LongShort,20,A/C,0.0
A3GACPNP0L91IH,21,yes,USA,AnswerChoice,34,1,32,Coca-Cola,neut,shortfirst,LongShort,21,Coke,1.0
ACE59SDLLK0NS,23,yes,USA,AnswerChoice,34,1,8,refrigerator,neut,longfirst,LongShort,23,fridge,0.0
A2BNOEYZ3VRW2R,24,yes,USA,AnswerChoice,34,2,17,referee,neut,shortfirst,LongShort,24,ref,0.0
A15A4X84A1CJPF,28,yes,USA,AnswerChoice,34,1,38,emergency room,neut,longfirst,LongShort,28,ER,0.0
A7WWXZ5KMC796,30,yes,USA,AnswerChoice,34,1,14,saxophone,neut,longfirst,LongShort,30,sax,0.0
A2TCD3EGK3TL7N,31,yes,USA,AnswerChoice,34,1,34,veterinarian,neut,shortfirst,LongShort,31,vet,1.0
AO3XB5I5QNNUI,32,yes,USA,AnswerChoice,34,2,32,Coca-Cola,supp,longfirst,LongShort,32,Coke,1.0
A3T22KR8NN965V,35,yes,USA,AnswerChoice,34,1,12,pornography,neut,shortfirst,LongShort,35,porn,1.0
A362OLSNQ8PIV6,37,yes,USA,AnswerChoice,34,1,39,United States,neut,longfirst,LongShort,37,US,0.0
ANGY6I5B3TCCH,43,yes,USA,AnswerChoice,34,2,22,carbohydrates,neut,longfirst,LongShort,43,carbs,1.0
A21IV2S1M46B7S,45,yes,USA,AnswerChoice,34,2,37,quadrangle,supp,longfirst,LongShort,45,quad,1.0
A1OETZXW67E8QT,46,yes,USA,AnswerChoice,34,1,21,television,neut,longfirst,LongShort,46,TV,0.0
A2OV4MPH59XO4W,47,yes,USA,AnswerChoice,34,2,31,mayonnaise,supp,longfirst,LongShort,47,mayo,1.0
A10VQSMGPJFSMU,48,yes,USA,AnswerChoice,34,2,2,bicycle,neut,longfirst,LongShort,48,bike,1.0
A3JHSQ7UR2VDMN,49,yes,USA,AnswerChoice,34,2,28,laboratory,neut,longfirst,LongShort,49,lab,1.0
A3OZ8KF0HWSVWK,50,yes,USA,AnswerChoice,34,1,24,air-conditioning,supp,shortfirst,LongShort,50,A/C,1.0
AEPZVX2TC4E7Z,52,yes,USA,AnswerChoice,34,1,36,quadriceps,supp,longfirst,LongShort,52,quads,0.0
A8X1YI90JPSGP,53,yes,USA,AnswerChoice,34,1,15,cockroach,supp,longfirst,LongShort,53,roach,0.0
A37J805N3P3HXS,54,yes,USA,AnswerChoice,34,2,34,veterinarian,supp,longfirst,LongShort,54,vet,1.0
A15SD1XBOOUYBG,58,yes,USA,AnswerChoice,34,1,37,quadrangle,neut,shortfirst,LongShort,58,quad,1.0
A1Q2C5GJTB09WW,59,yes,USA,AnswerChoice,34,2,13,limousine,supp,longfirst,LongShort,59,limo,1.0
ATFH1OABZJL68,60,yes,USA,AnswerChoice,34,1,22,carbohydrates,supp,shortfirst,LongShort,60,carbs,1.0
A8E34U9XG2WX7,2,yes,USA,AnswerChoice,35,2,30,identification,supp,longfirst,LongShort,2,ID,1.0
A37DTVGS7RX6AG,3,yes,USA,AnswerChoice,35,1,16,telephone,neut,shortfirst,LongShort,3,phone,1.0
A3K5QOTA054ZGF,7,yes,USA,AnswerChoice,35,1,33,milkshake,neut,longfirst,LongShort,7,shake,0.0
A309BLCQJHQULO,9,yes,USA,AnswerChoice,35,1,5,memorandum,supp,shortfirst,LongShort,9,memo,1.0
ADGSNGEO936J6,10,yes,USA,AnswerChoice,35,1,22,carbohydrates,neut,shortfirst,LongShort,10,carbs,1.0
A1HUHOJYQNDH6F,11,yes,USA,AnswerChoice,35,1,33,milkshake,neut,longfirst,LongShort,11,shake,0.0
A2BOANV5MQGOM5,12,yes,USA,AnswerChoice,35,1,15,cockroach,supp,shortfirst,LongShort,12,roach,1.0
A10ZOUOZZ3EOAJ,13,yes,USA,AnswerChoice,35,2,12,pornography,supp,shortfirst,LongShort,13,porn,0.0
A2NY4882G47O1C,14,yes,USA,AnswerChoice,35,2,12,pornography,supp,longfirst,LongShort,14,porn,1.0
A3C71H34Y7E2KX,17,yes,USA,AnswerChoice,35,2,28,laboratory,neut,longfirst,LongShort,17,lab,1.0
A1YJ5V26CP9X44,19,yes,USA,AnswerChoice,35,1,39,United States,supp,longfirst,LongShort,19,US,0.0
A2DOJTQ2T915GM,22,yes,USA,AnswerChoice,35,2,11,chimpanzee,neut,shortfirst,LongShort,22,chimp,0.0
ACE59SDLLK0NS,23,yes,USA,AnswerChoice,35,2,28,laboratory,supp,longfirst,LongShort,23,lab,1.0
A2BNOEYZ3VRW2R,24,yes,USA,AnswerChoice,35,2,19,kilogram,supp,shortfirst,LongShort,24,kilo,0.0
A15A4X84A1CJPF,28,yes,USA,AnswerChoice,35,2,36,quadriceps,supp,longfirst,LongShort,28,quads,1.0
A1WNTIQMAQ81T4,29,yes,USA,AnswerChoice,35,1,34,veterinarian,supp,shortfirst,LongShort,29,vet,1.0
A2TCD3EGK3TL7N,31,yes,USA,AnswerChoice,35,2,10,rhinoceros,supp,shortfirst,LongShort,31,rhino,0.0
AX92Z8EH3K0YC,34,yes,USA,AnswerChoice,35,1,13,limousine,supp,shortfirst,LongShort,34,limo,1.0
A3T22KR8NN965V,35,yes,USA,AnswerChoice,35,1,5,memorandum,neut,shortfirst,LongShort,35,memo,1.0
A362OLSNQ8PIV6,37,yes,USA,AnswerChoice,35,1,34,veterinarian,supp,shortfirst,LongShort,37,vet,1.0
A2OMK175OQ2TS0,38,yes,USA,AnswerChoice,35,2,33,milkshake,neut,shortfirst,LongShort,38,shake,0.0
A2BKVB7Q1GQTPS,40,yes,USA,AnswerChoice,35,2,28,laboratory,neut,shortfirst,LongShort,40,lab,0.0
A22KKBNFTCM1P,41,yes,USA,AnswerChoice,35,1,16,telephone,supp,shortfirst,LongShort,41,phone,1.0
A21IV2S1M46B7S,45,yes,USA,AnswerChoice,35,1,25,gasoline,neut,shortfirst,LongShort,45,gas,1.0
A2OV4MPH59XO4W,47,yes,USA,AnswerChoice,35,2,14,saxophone,supp,shortfirst,LongShort,47,sax,0.0
A10VQSMGPJFSMU,48,yes,USA,AnswerChoice,35,2,19,kilogram,supp,shortfirst,LongShort,48,kilo,0.0
A3OZ8KF0HWSVWK,50,yes,USA,AnswerChoice,35,1,3,examination,neut,shortfirst,LongShort,50,exam,1.0
